新浪广西,:#广西抗击新冠肺炎#【清零！广西玉林市11名确诊病例全部治愈出院
付亮的竞争情报应用,国家卫健委：3月2日，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例125例，新增死亡病例31例（湖北31例），新增疑似病例129例。当日新增治愈出院病例2742例，重症病例减少304例。湖北新增确诊病例114例（武汉111例），新增治愈出院病例2410例（武汉1846例），新增死亡病例31例（武汉24例），现有确诊病例28216例（武汉24144例），其中重症病例6593例（武汉6020例）。
沈阳晚报,:#快讯##抗击新型肺炎第一线#【辽宁新增3例确诊病例！均为丹东市病例】2020年3月2日0时至24时，辽宁省新增3例新型冠状病毒肺炎确诊病例，均为丹东市病例，其中普通型病例2例、轻型病例1例。全省累计报告新型冠状病毒肺炎确诊病例125例，治愈出院103例，死亡1例。现有21名确诊患者在院治疗，其中有16名在沈阳、大连、锦州三个省集中救治中心治疗（沈阳中心7人、大连中心5人、锦州中心4人），其余5名分别在丹东市、朝阳市、葫芦岛市定点医疗机构隔离治疗（丹东市3人、朝阳市1人、葫芦岛市1人）。21名在治患者中，危重型病例1例，无重型病例。全省125例确诊病例中，沈阳市28例、大连市19例、鞍山市4例、本溪市3例、丹东市11例、锦州市12例、营口市1例、阜新市8例、辽阳市3例、铁岭市7例、朝阳市6例、盘锦市11例、葫芦岛市12例。目前累计追踪到密切接触者2774人，已解除医学观察2718人，现有56人正在接受医学观察。http://t.cn/RJwKRD0http://t.cn/RJwKRD0#辽宁省新增3例确诊均为丹东病例#http://t.cn/RJwKRD0
葛林-联创世华,:【新增3例辽宁省累计确诊病例125例】3月2日0时至24时，辽宁省新增3例新型冠状病毒肺炎确诊病例，均为丹东市病例，其中普通型病例2例、轻型病例1例。全省累计报告新型冠状病毒肺炎确诊病例125例，治愈出院103例，死亡1例。@新浪财经客户端获取全球市场7×24实时滚动播报http://t.cn/Rdrk3A3@新浪财经
记者王国忠,:【辽宁又多3例，都是丹东病例】2020年3月2日0时至24时，辽宁省新增3例新型冠状病毒肺炎确诊病例，均为丹东市病例，其中普通型病例2例、轻型病例1例。2020年3月2日0时至24时，辽宁省新增3例新型冠状病毒肺炎确诊病例
沈阳发布,:#众志成城抗击新冠肺炎#【新增3例，辽宁省累计确诊病例125例】2020年3月2日0时至24时，辽宁省新增3例新型冠状病毒肺炎确诊病例，均为丹东市病例，其中普通型病例2例、轻型病例1例。全省累计报告新型冠状病毒肺炎确诊病例125例，治愈出院103例，死亡1例。现有21名确诊患者在院治疗，其中有16名在沈阳、大连、锦州三个省集中救治中心治疗（沈阳中心7人、大连中心5人、锦州中心4人），其余5名分别在丹东市、朝阳市、葫芦岛市定点医疗机构隔离治疗（丹东市3人、朝阳市1人、葫芦岛市1人）。21名在治患者中，危重型病例1例，无重型病例。全省125例确诊病例中，沈阳市28例、大连市19例、鞍山市4例、本溪市3例、丹东市11例、锦州市12例、营口市1例、阜新市8例、辽阳市3例、铁岭市7例、朝阳市6例、盘锦市11例、葫芦岛市12例。目前累计追踪到密切接触者2774人，已解除医学观察2718人，现有56人正在接受医学观察。
辽宁卫生12320,:【2020年3月2日0时至24时辽宁新型冠状病毒肺炎疫情情况】2020年3月2日0时至24时，辽宁省新增3例新型冠状病毒肺炎确诊病例，均为丹东市病例，其中普通型病例2例、轻型病例1例。全省累计报告新型冠状病毒肺炎确诊病例125例，治愈出院103例，死亡1例。现有21名确诊患者在院治疗，其中有16名在沈阳、大连、锦州三个省集中救治中心治疗（沈阳中心7人、大连中心5人、锦州中心4人），其余5名分别在丹东市、朝阳市、葫芦岛市定点医疗机构隔离治疗（丹东市3人、朝阳市1人、葫芦岛市1人）。21名在治患者中，危重型病例1例，无重型病例。全省125例确诊病例中，沈阳市28例、大连市19例、鞍山市4例、本溪市3例、丹东市11例、锦州市12例、营口市1例、阜新市8例、辽阳市3例、铁岭市7例、朝阳市6例、盘锦市11例、葫芦岛市12例。目前累计追踪到密切接触者2774人，已解除医学观察2718人，现有56人正在接受医学观察。
壹现场,:【#新冠肺炎救治上海方案#发布：同时满足6条标准才能出院】3月1日，《上海市2019冠状病毒病综合救治专家共识》发布。“共识”将新冠肺炎患者分为，轻型、普通型、重型、危重型四类，给予不同的治疗方案。对于关注出院患者管理问题，“上海方案”提出了6条标准，同时符合才能出院。#聚焦新冠肺炎疫情#http://t.cn/A67awgOF
夏美桑,:我说的1元多的口罩是普通型的白色的，政府给提供的，其实口罩本身只有几毛钱一个，出于安全考虑现在由邮政快递分发，这里面产生了邮费！所以成本应该在1元多！我也不知道符合不符合要求，目前我是混着用的！医用口罩人家都是带着盈利目的在卖的，价格3.5左右一个还是要的！如果你们实在买不到，我可以帮你们采购！我合作的快递全国邮费6元，偏远地区除外！仅限自用的，带有其他目的的不要联系，谢谢合作！
北斗融媒,:#抗击新型肺炎第一线#【辽宁昨日通报的新增病例在省集中救治大连中心治疗，已转为普通型病例】记者刚刚从市疫情防控指挥部了解到，2月29日确诊的我市第8例新冠肺炎患者曲某某，经省级专家组会诊，属重型病例。当日，按照省防指要求顺利转运至省集中救治大连中心隔离治疗，目前已转为普通型，病情稳定。（辽宁日报）
辽视说天下,:#快讯#【丹东第8例确诊病例在省集中救治大连中心治疗，已转为普通型病例】据@丹东发布从丹东市疫情防控指挥部了解到，2月29日确诊的丹东市第8例新冠肺炎患者曲某某，经省级专家组会诊，属重型病例。当日，按照省防指要求顺利转运至省集中救治大连中心隔离治疗，目前已转为普通型，病情稳定。
沈阳网,:#抗击新型肺炎第一线#【辽宁昨日通报的新增病例在省集中救治大连中心治疗，已转为普通型病例】记者刚刚从市疫情防控指挥部了解到，2月29日确诊的我市第8例新冠肺炎患者曲某某，经省级专家组会诊，属重型病例。当日，按照省防指要求顺利转运至省集中救治大连中心隔离治疗，目前已转为普通型，病情稳定。（辽宁日报）
沈阳晚报,:#抗击新型肺炎第一线#【辽宁昨日通报的新增病例在省集中救治大连中心治疗，已转为普通型病例】记者刚刚从市疫情防控指挥部了解到，2月29日确诊的我市第8例新冠肺炎患者曲某某，经省级专家组会诊，属重型病例。当日，按照省防指要求顺利转运至省集中救治大连中心隔离治疗，目前已转为普通型，病情稳定。（辽宁日报）http://t.cn/RJwKRD0
南通吃货探店,:#南通爆料#【南通市新型冠状病毒肺炎疫情通报】2020年3月1日0-24时，我市无新增新型冠状病毒肺炎确诊病例。截至3月1日24时，我市累计报告新型冠状病毒肺炎确诊病例40例，其中，普通型病例40例，出院病例37例。确诊病例中，海安市5例（高新区3例、其中出院3例，南莫镇2例、其中出院1例），如皋市7例（长江镇3例、其中出院3例，如城街道3例、其中出院3例，江安镇1例、其中出院1例），如东县3例（栟茶镇3例，其中出院3例），海门市14例（悦来镇2例、其中出院2例，高新区2例、其中出院2例，三厂街道5例、其中出院4例，滨江街道1例、其中出院1例，海门港新区1例、其中出院1例，开发区2例、其中出院2例，三星镇1例、其中出院1例），启东市3例（吕四港镇2例、其中出院2例，王鲍镇1例、其中出院1例），通州区8例（平潮镇3例、其中出院3例，张芝山镇4例、其中出院3例，金新街道1例、其中出院1例）。目前，共追踪密切接触者1318人，已解除医学观察1305人，尚有13人正在接受医学观察。南通市新型冠状病毒感染的肺炎疫情防控指挥部2020年3月2日
辽宁交通广播,:#抗击新冠肺炎疫情进行时#【辽宁昨日通报的新增病例在省集中救治大连中心治疗，已转为普通型病例】记者刚刚从丹东市疫情防控指挥部了解到，2月29日确诊的丹东市第8例新冠肺炎患者曲某某，经省级专家组会诊，属重型病例。当日，按照省防指要求顺利转运至省集中救治大连中心隔离治疗，目前已转为普通型，病情稳定。
半岛晨报,:【丹东第8例确诊病例在省集中救治大连中心治疗，已转为普通型病例】记者刚刚从市疫情防控指挥部了解到，2月29日确诊的我市第8例新冠肺炎患者曲某某，经省级专家组会诊，属重型病例。当日，按照省防指要求顺利转运至省集中救治大连中心隔离治疗，目前已转为普通型，病情稳定。（辽宁日报）
辽沈晚报,:#快讯#【丹东第8例确诊病例在省集中救治大连中心治疗，已转为普通型病例】据@丹东发布从丹东市疫情防控指挥部了解到，2月29日确诊的丹东市第8例新冠肺炎患者曲某某，经省级专家组会诊，属重型病例。当日，按照省防指要求顺利转运至省集中救治大连中心隔离治疗，目前已转为普通型，病情稳定。
辽宁日报,:【丹东第8例确诊病例在省集中救治大连中心治疗，已转为普通型病例】记者刚刚从市疫情防控指挥部了解到，2月29日确诊的我市第8例新冠肺炎患者曲某某，经省级专家组会诊，属重型病例。当日，按照省防指要求顺利转运至省集中救治大连中心隔离治疗，目前已转为普通型，病情稳定。
丹东广播电视报,:2月29日确诊的我市第8例新冠肺炎患者曲某某，经省级专家组会诊，属重型病例。当日，按照省防指要求顺利转运至省集中救治大连中心隔离治疗，目前已转为普通型，病情稳定。丹东市新冠肺炎疫情防控指挥部办公室2020年3月2日#抗击疫情辽宁在行动##丹东身边事#丹东
