美东侨报,:#全国最新疫情地图#【#新冠肺炎#全国累计确诊80424例】截至3月3日20时31分，全国累计确诊病例80424例（昨日新增120），现有确诊27427例（新增-2572），疑似病例520例（新增143），现有重症6416例（新增-390），累计治愈病例50013例（新增2654），累计死亡病例2984例（新增38）。
云南艺术学院文华学院新闻中心,:#抗击疫情文华在行动#【3月4日0时至12时，云南无新增确诊病例】截至3月4日12时，云南省累计确诊病例174例，治愈出院169例，死亡2例，现有确诊病例3例，无重症、危重症病例。现有疑似病例4例。
上海嘉定,:【今天0-12时，上海无新增新型冠状病毒肺炎确诊病例】#最新#据@上海发布，市卫健委今日（3月4日）通报：2020年3月4日0—12时，上海市排除新型冠状病毒肺炎疑似病例4例；新增治愈出院4例（其中1例曾为危重症患者、1例曾为重症患者，经多学科专家团队积极救治后治愈）；无新增确诊病例。截至3月4日12时，上海市已累计排除疑似病例2449例，发现确诊病例338例。确诊病例中，男性176例，女性162例；年龄最大88岁，最小7月龄；145例有湖北居住或旅行史，34例有湖北以外地区居住或旅行史，158例有相关病例接触史，1例流行病学调查正在进行中；外地来沪人员111例，本市常住人口227例。确诊病例中，现有37例在院治疗，其中28例病情平稳，9例病情危重；298例治愈出院；3例死亡。尚有31例疑似病例正在排查中。#上海战疫##上海加油#
东方网,:【今天0-12时，#上海#无新增新型冠状病毒肺炎确诊病例】#长三角战疫观#2020年3月4日0-12时，上海市排除新型冠状病毒肺炎疑似病例4例；新增治愈出院4例（其中1例曾为危重症患者、1例曾为重症患者，经多学科专家团队积极救治后治愈）；无新增确诊病例。截至3月4日12时，上海市已累计排除疑似病例2449例，发现确诊病例338例。确诊病例中，男性176例，女性162例；年龄最大88岁，最小7月龄；145例有湖北居住或旅行史，34例有湖北以外地区居住或旅行史，158例有相关病例接触史，1例流行病学调查正在进行中；外地来沪人员111例，上海常住人口227例。具体情况如下图。确诊病例中，现有37例在院治疗，其中28例病情平稳，9例病情危重；298例治愈出院；3例死亡。尚有31例疑似病例正在排查中。（健康上海12320）#上海加油##上海战疫#
湛泸剑,:【截至3月4日12时，上海市无新增确诊病例】2020年3月4日0—12时，上海市排除新型冠状病毒肺炎疑似病例4例；新增治愈出院4例（其中1例曾为危重症患者、1例曾为重症患者，经多学科专家团队积极救治后治愈）；无新增确诊病例。截至3月4日12时，上海市已累计排除疑似病例2449例，发现确诊病例338例。确诊病例中，男性176例，女性162例；年龄最大88岁，最小7月龄；145例有湖北居住或旅行史，34例有湖北以外地区居住或旅行史，158例有相关病例接触史，1例流行病学调查正在进行中；外地来沪人员111例，本市常住人口227例。确诊病例中，现有37例在院治疗，其中28例病情平稳，9例病情危重；298例治愈出院；3例死亡。尚有31例疑似病例正在排查中。（上海市卫生健康委员会）
今日张店,:【3月4日早，淄博疫情情况通报】2020年3月3日12时至24时，淄博市无新增新型冠状病毒肺炎确诊病例，无治愈出院病例，无死亡病例报告。截至3月3日24时，淄博市累计报告新型冠状病毒肺炎确诊病例30例，其中治愈出院23例，死亡1例，重症1例，危重1例。累计追踪到密切接触者664人，已解除医学观察547人，117人正在接受隔离医学观察，均未发现异常。确诊病例区县分布情况：张店区10例（已治愈出院8例，死亡1例）、淄川区8例（已治愈出院4例）、博山区10例（已治愈出院9例）、周村区1例（已治愈出院）、桓台县1例（已治愈出院）。疫情防控处于关键阶段，请全体市民提高自我防护意识，万众一心，群防群控，不获全胜决不“收兵”。备注:根据国家卫健委关于疫情信息报告要求，按病例确诊时医院所在县区统计。2020年3月3日12时至24时山东省新型冠状病毒肺炎疫情情况2020年3月3日12-24时，山东省无新冠肺炎疑似病例；无新增确诊病例，累计确诊病例758例（其中，重症病例6例，危重症病例2例，死亡病例6例）；无新增治愈出院病例，累计治愈出院511例。截至目前，追踪到密切接触者16970人，尚有489人正在接受医学观察。备注：根据要求，按病例确诊时医院所在县区统计。详见下表（单位:例）：
微语个旧,:#疫情最新情况#【无新增！截至3月4日12时，云南累计治愈出院169例，现有确诊病例3例】3月4日0时至12时，无新增确诊病例。截至3月4日12时，全省累计确诊病例174例，治愈出院169例，死亡2例，现有确诊病例3例，无重症、危重症病例。现有疑似病例4例。各州市累计确诊病例：昆明市53例（治愈出院52例）昭通市25例（治愈出院25例）西双版纳州15例（治愈出院14例、死亡1例）玉溪市14例（治愈出院13例、死亡1例）曲靖市13例（治愈出院12例）大理州13例（治愈出院13例）保山市9例（治愈出院9例）红河州9例（治愈出院9例）丽江市7例（治愈出院7例）德宏州5例（治愈出院4例）普洱市4例（治愈出院4例）楚雄州4例（治愈出院4例）文山州2例（治愈出院2例）临沧市1例（治愈出院1例）全省129个县市区均为低风险。（云南省卫生健康委员会）
萍乡湘东发布,:#共克时艰#2020年3月3日萍乡市新型冠状病毒肺炎疫情情况根据江西省卫生健康委3月4日通报，2020年3月3日0-24时，萍乡市无新增新型冠状病毒肺炎确诊病例，新增治愈出院病例2例。截至3月3日24时，萍乡市现有确诊病例6例，累计报告确诊病例33例，治愈出院27例，无重症、死亡病例。现无确诊病例县（区）有武功山风景名胜区、上栗县、安源区。全市所有县区均已连续14天以上无新增确诊病例。
陕西卫视,:【#31省区市新增119例新冠肺炎#，#31省区市累计报告80270例新冠肺炎#】3月3日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例119例，新增死亡病例38例（湖北37例，内蒙古1例），新增疑似病例143例。当日新增治愈出院病例2652例，解除医学观察的密切接触者6250人，重症病例减少390例。截至3月3日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例27433例（其中重症病例6416例），累计治愈出院病例49856例，累计死亡病例2981例，累计报告确诊病例80270例，现有疑似病例520例。累计追踪到密切接触者666397人，尚在医学观察的密切接触者36432人。湖北新增确诊病例115例（武汉114例），新增治愈出院病例2389例（武汉1859例），新增死亡病例37例（武汉31例），现有确诊病例25905例（武汉22368例），其中重症病例6232例（武汉5723例）。累计治愈出院病例38556例（武汉24890例），累计死亡病例2871例（武汉2282例），累计确诊病例67332例（武汉49540例）。新增疑似病例52例（武汉43例），现有疑似病例340例（武汉234例）。累计收到港澳台地区通报确诊病例152例：香港特别行政区100例（出院37例，死亡2例），澳门特别行政区10例（出院9例），台湾地区42例(出院12例，死亡1例)。
共青团昆明市委,:【无新增！云南现有确诊病例3例！】3月4日0时至12时，无新增确诊病例。截至3月4日12时，全省累计确诊病例174例，治愈出院169例，死亡2例，现有确诊病例3例，无重症、危重症病例。现有疑似病例4例。#28省区市确诊病例0新增#
木吾木同天,【#新冠肺炎诊疗方案第七版#转存！】3日，国家卫生健康委发布《新型冠状病毒肺炎诊疗方案（试行第七版）》：①#提醒注意境外输入性病例#导致的传播和扩散；②呼吸道飞沫和接触传播是主要传播途径，在相对封闭的环境中长时间暴露于高浓度气溶胶情况下中存在经气溶胶传播的可能。在粪便及尿中可分离到新型冠状病毒，应注意粪便及尿对环境造成气溶胶或接触传播。详情↓http://t.cn/A67OJxCl
安宁那些事,:【云南连续12天无新增！全省129个县市区均为低风险！】3月3日12时至24时，云南无新增确诊病例。截至3月3日24时，已连续12天新增为0，全省累计确诊病例174例，治愈出院169例，死亡2例，现有确诊病例3例，无重症、危重症病例，疑似病例5例。各州市累计确诊病例：昆明市云南连续12天无新增！全省129个县市区均为低风险！
快乐FM897,:#897关注#【2020年3月3日江西省新型冠状病毒肺炎疫情情况】2020年3月3日0-24时，江西省无新增新型冠状病毒肺炎确诊病例，新增出院病例14例。截至3月3日24时，江西省现有住院确诊病例50例。累计报告新型冠状病毒肺炎确诊病例935例，其中出院病例884例，死亡病例1例。现有重症病例5例。现有疑似病例1例(抚州市)。
江流91,:#湖北新增确诊病例115例#新冠肺炎疫情的数据就像运营里的一个转化漏斗。医学观察-疑似病例-确诊病例-重症-危重症。目前武汉的每日新增确诊病例已经降到100左右，疑似病例不到500了且每天下降接近100，医学观察目前不到3万，每天下降三四千。目前重点关注的指标是医学观察数和疑似病例数。从这个角度看，5-7天后，新增确诊病例应该会再下降一个数量级，10左右。http://t.cn/R2WxQOQ
