新浪重庆,:#重庆抗击新冠肺炎#【最新：重庆连续8日无新增确诊病例现有在院确诊病例为零区县增至14个】2020年3月3日0—24时，重庆市无新冠肺炎新增确诊病例报告，新增治愈出院病例21例。新增治愈出院病例中，万州区5例、涪陵区1例、江北区2例、九龙坡区1例、南岸区1例、合川区1例、綦江区1例、大足区1例、铜梁区1例、垫江县2例、忠县1例、云阳县1例、奉节县1例、巫山县1例、石柱县1例。截至3月3日24时，重庆市现有在院确诊病例80例（其中重型病例5例、危重型病例2例），累计死亡病例6例，累计治愈出院病例490例，累计报告确诊病例576例。累计追踪到密切接触者23602人，已解除医学观察23288人，尚有314人正在接受医学观察。具体情况如下：专家认为，截至3月3日，我市连续8日无新增确诊病例，现有在院确诊病例降至80例，现有在院确诊病例为零的区县增至14个，疫情发展态势积极向好。但是，零增长并不等于零风险。随着企业复工复产比例不断提高，来渝返渝人员包括境外来渝返渝人员不断增加，当前疫情防控形势依然严峻复杂，仍有很大的不确定性，面临着反弹压力，决不能盲目乐观，必须抓紧抓实抓细各项防控措施。重庆市卫生健康委提示：当前仍然是疫情防控的关键时期，广大市民千万不要放松警惕，依然要持续做好个人防护，坚持少出门、戴口罩、勤洗手、不聚餐、不聚集。如果出现发热、咳嗽、乏力等可疑症状，请戴好口罩，及时到发热门诊就诊。
阳光重庆,:【3月3日发布会|重庆待排查疑似病例已降至个位数，疫情防控形势持续向好】重庆之声3月3日讯重庆市新冠肺炎疫情防控工作第三十八场新闻发布会3月3日下午举行，市卫生健康委副主任周林通报了我市的疫情情况。3月2日0-24时，我市无新冠肺炎新增确诊病例，新增治愈出院病例19例。截至3月2日，我市现有在院确诊病例101例（其中重型病例7例，危重型病例2例），累计报告确诊病例576例，累计治愈出院病例469例，累计死亡病例6例。累计排除3519例疑似病例，现在尚有3例疑似病例正在排查中。累计追踪到密切接触者23592人，已解除医学观察23235人，现在尚有357人正在接受医学观察。4个集中救治医院现收治患者101例。无外籍人士病例。截至3月2日，我市连续7日无新增确诊病例，29个区县连续14日无新增确诊病例，待排查的疑似病例已经降成个位数只有3例了，疫情防控形势持续向好。但随着各单位复工复产，人员流动性增加，人员聚集风险加大，疫情反弹的压力不容忽视。疫情发生以来，我市紧紧围绕提高收治率和治愈率，降低感染率和病亡率的要求，不断完善工作机制，集中优势资源，全力做好医疗救治工作。（重庆之声记者夏蕴秋）
FM968重庆之声,:【3月3日发布会|重庆待排查疑似病例已降至个位数，疫情防控形势持续向好】重庆之声3月3日讯重庆市新冠肺炎疫情防控工作第三十八场新闻发布会3月3日下午举行，市卫生健康委副主任周林通报了我市的疫情情况。3月2日0-24时，我市无新冠肺炎新增确诊病例，新增治愈出院病例19例。截至3月2日，我市现有在院确诊病例101例（其中重型病例7例，危重型病例2例），累计报告确诊病例576例，累计治愈出院病例469例，累计死亡病例6例。累计排除3519例疑似病例，现在尚有3例疑似病例正在排查中。累计追踪到密切接触者23592人，已解除医学观察23235人，现在尚有357人正在接受医学观察。4个集中救治医院现收治患者101例。无外籍人士病例。截至3月2日，我市连续7日无新增确诊病例，29个区县连续14日无新增确诊病例，待排查的疑似病例已经降成个位数只有3例了，疫情防控形势持续向好。但随着各单位复工复产，人员流动性增加，人员聚集风险加大，疫情反弹的压力不容忽视。疫情发生以来，我市紧紧围绕提高收治率和治愈率，降低感染率和病亡率的要求，不断完善工作机制，集中优势资源，全力做好医疗救治工作。（重庆之声记者夏蕴秋）
璧山生态环境,:【重庆市璧山区生态环境局】3月2日，璧山区空气质量为优，AQI为43，PM2.5的浓度为26微克/立方米，今年优良天数累计为55天，同比增加8天，超标天数为7天。
洋芋轰炸机,#重庆寻狗[超话]##寻狗启示#@狗bot@重庆流浪狗送养专场@重庆小动物保护协会求转发❗❗❗求扩散❗❗❗小金毛拾五19年由于腹水而流浪后大家拉群捐款救助。好转后被人领养，当大家都以为拾五的幸福生活就要开始的时候…令人悲痛的是领养人在将拾五带回家几个月后，就将它再次抛弃😭😭😭十二月份大概被遗弃在重庆市西门老交警队附近。群里关心拾五的人联系不到领养人，也是最近才知道它又被遗弃，大家都很难过，它还小确遭遇了一次又一次变故😭希望好心人可以提供线索帮帮我们帮帮拾五🐶http://t.cn/A67aUawy
万能的大熊猫,:十大啤酒品牌及产地1.青岛——青岛市2.雪花——北京市3.百威——武汉市4.哈啤——哈尔滨市5.燕京——北京市6.蓝带——肇庆市7.嘉士伯——重庆市8.喜力——上海市9.崂山——青岛市10.生力——广州对此，大家都怎么看呢？（敬请期待您的关注、点赞、评论哦）
神魄斗魂00501,:我提出了问题"网课规定上课多久?"，兼善中学将课表作假，除了上午的四节课以外，下午课表上写的是线下自...网课规定上课多久?@重庆市教委
渝中区交巡警支队,:#有序复工复产##抗击疫情公安在行动#为扎实推进《重庆市公安局服务疫情期间企业复工复产37条措施》文件精神，解放碑大队积极走访建设银行，了解复工复产计划及防疫举措，并对企业员工进行路面安全事项提示，确保道路交通安全。@重庆交巡警@平安渝中
去哪儿网,:#与世界重逢的第一场旅行#勒是雾都，春暖等你，去哪儿旅行联合@重庆市文化旅游委与你一起期待“与世界重逢”之旅。“渝”你在洪崖洞的吊脚楼吃一顿热辣江湖菜“渝”你在长江索道俯瞰这山城的喧嚣与灯火“渝”你在李子坝仰望列车穿楼感受魔幻都市“渝”你有太多太多的愿望，想在这个春天实现待与世界再重逢，山城重庆等你来！
二三里重庆,:【雷霆出击！重庆#查获非法猎捕野生动物2400余只#】近日，记者从重庆市公安局了解到，为全力配合做好疫情防控工作，重庆警方依法严厉打击破坏野生动物资源违法犯罪。目前，已侦破野生动物刑事案件38件，处理违法犯罪嫌疑人89名，缴获了野生动物2400余只，收缴野生动物制品34公斤。包括黑麂、果子狸、画眉鸟等多种野生动物。http://t.cn/A67i4k2z
武隆检察,#检察机关众志成城抗疫情#【疫情突袭远程办案成为一种状态】重庆市南岸区检察院办理一起不起诉案件时，邀请市人大代表在线监督；江苏省海安市检察院检察官向王某宣布不起诉决定，省人大代表远程监督；广东省广州市海珠区检察院运用多方视频会议系统，宣布对被告人庞某某作不起诉处理……疫情突袭，检察履职不断线，接受监督不掉线，远程办案成为一种状态↓http://t.cn/A67SSjFU
艾肯空调制冷网,:#艾肯2019年报#【重庆：工业市场保持稳定零售市场略有下滑】作为西部地区的重要市场之一，2019年度，重庆市中央空调市场容量达到30多亿元，同比2018年度出现小幅下滑。总体而言，重庆市场的工业项目相对比较稳定，每年市场的增长与否大多来自房地产楼盘配套与家装零售市场。http://t.cn/A67Cdhua
濮阳市交通广播,:【濮阳交警单日护送农民工返岗首超千人】3月2日，从长途汽车站、技工学校等农民工发车点集中组织农民工返岗复工39车次、1012人。主要是发往江西省、浙江省、江苏省、重庆市、山东省、广东省等地。交警支队警车开道分批次进行了护送！在技工学校集合点，发车前，支队长宋彦军对司乘人员进行了面对面交通安全宣传教育。
重庆新闻早班车,:#重庆爆料#【4名由韩至渝重庆旅客发热，79人隔离：同机人首次检测均阴性】2020年3月2日，重庆市卫健委党委副书记夏沛，在新冠肺炎疫情防控工作新闻发布会上介绍：1日晚，由韩国首尔至重庆CA440航班79名乘客(包括4名有发热症状的重庆居民)及10名机组人员，第一次采样核酸检测，均为阴性。viahttp://t.cn/A67CKLqd
平安九龙坡,:【爱操心的老桑：即将退休民警，站好最后一班岗[加油]】到校园巡逻、排查安全隐患、搜集在外学生的信息，疫情期间，在公安战线奋战了一辈子的桑茂毅，一如往常的每一天那样，坚守在工作岗位上。要说有什么不同，这个三月对这位重庆市公安局九龙坡区分局兴胜路派出所民警有特殊的意义——还有不到半个月，他就要退休，在脱下警服前，爱为工作操心的他一定要站好最后一班岗。http://t.cn/A67C1sH1
阳光重庆,:【“重庆火锅人向英雄致敬——抗疫英雄火锅宴”活动为重庆支援湖北医护人员及家人征集到3966份火锅家宴】“必须用最脆嫩的毛肚、最化渣的鸭肠来感谢他们！你们放心在前方‘战斗’，我们作为娘家人，一定会在后方为他们‘扎起’！”日前，在重庆市商务委员会、共青团重庆市委的支持下，市火锅协会联合市青年志愿者协会启动了“重庆火锅人向英雄致敬——抗疫英雄火锅宴”活动，邀请重庆市支援湖北的一线医护人员及其家人吃一顿麻辣鲜香的重庆火锅！目前，活动已经征集到了80家火锅企业提供的3966份火锅家宴。“终于可以吃火锅儿了，想惨了想惨了！谢谢你们！”英雄家人们见到久违的火锅后，忍不住高兴的说道。截至3月2日，重庆市火锅协会已向重庆市支援湖北的一线医护人员的家人送出了346份火锅家宴，接下来，还将陆续送出3620份火锅家宴。除此之外，重庆市火锅协会还携手重庆擂神老火锅、重庆朝天门火锅向驰援武汉的重庆一线医护人员赠送了2000盒自热火锅，以慰藉他们对“家乡味道”的思念！（重庆之声记者张婷婷）
重庆探城记,:【雷霆出击！重庆#查获非法猎捕野生动物2400余只#】近日，记者从重庆市公安局了解到，为全力配合做好疫情防控工作，重庆警方依法严厉打击破坏野生动物资源违法犯罪。目前，已侦破野生动物刑事案件38件，处理违法犯罪嫌疑人89名，缴获了野生动物2400余只，收缴野生动物制品34公斤。包括黑麂、果子狸、画眉鸟等多种野生动物。#拒吃野生动物#http://t.cn/A67i4k2z
雪下一枝蒿,只要你有才（yán）华（zhí）讲方言也可以当芳心纵火犯
FM968重庆之声,:【“重庆火锅人向英雄致敬——抗疫英雄火锅宴”活动为重庆支援湖北医护人员及家人征集到3966份火锅家宴】“必须用最脆嫩的毛肚、最化渣的鸭肠来感谢他们！你们放心在前方‘战斗’，我们作为娘家人，一定会在后方为他们‘扎起’！”日前，在重庆市商务委员会、共青团重庆市委的支持下，市火锅协会联合市青年志愿者协会启动了“重庆火锅人向英雄致敬——抗疫英雄火锅宴”活动，邀请重庆市支援湖北的一线医护人员及其家人吃一顿麻辣鲜香的重庆火锅！目前，活动已经征集到了80家火锅企业提供的3966份火锅家宴。“终于可以吃火锅儿了，想惨了想惨了！谢谢你们！”英雄家人们见到久违的火锅后，忍不住高兴的说道。截至3月2日，重庆市火锅协会已向重庆市支援湖北的一线医护人员的家人送出了346份火锅家宴，接下来，还将陆续送出3620份火锅家宴。除此之外，重庆市火锅协会还携手重庆擂神老火锅、重庆朝天门火锅向驰援武汉的重庆一线医护人员赠送了2000盒自热火锅，以慰藉他们对“家乡味道”的思念！（重庆之声记者张婷婷）
